productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-0100-2637,0100-2637,Agilent,"Nut and ferrule, stainless steel, 1/8 inch, for sample loop for switching valve",,{},none,
AGIL-12102069,12102069,Agilent,Agilent SPE Cartridges 12102069,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102069 SPE Cartridges Part Number:12102069 Bond Elut Alumina A cartridge, 50 mg, 1 mL, 100/pk.","{""Bed Mass"": ""50 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina A"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Category"": ""Polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Mass (mg)"": ""50"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-12102070,12102070,Agilent,Agilent SPE Cartridges 12102070,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102070 SPE Cartridges Part Number:12102070 Bond Elut Alumina B cartridge, 50 mg, 1 mL, 100/pk.","{""Bed Mass"": ""50 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina B"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Category"": ""Polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""SPE Method"": ""Cartridge"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-12102071,12102071,Agilent,Agilent SPE Cartridges 12102071,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102071 SPE Cartridges Part Number:12102071 Bond Elut Alumina N cartridge, 50 mg, 1 mL, 100/pk.","{""Bed Mass"": ""50 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina N"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Category"": ""Polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""SPE Method"": ""Cartridge"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-12102090,12102090,Agilent,Agilent SPE Cartridges 12102090,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102090 SPE Cartridges Part Number:12102090 Bond Elut C1 cartridge, 100 mg, 3 mL, 50/pk.","{""Bed Mass"": ""100 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""3 mL"", ""Compound Types"": ""Very Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C1"", ""Primary Extraction Mechanism"": ""NonpolarPolar (as normal phase extraction)"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (mg)"": ""100"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Biological FluidsPlasmaUrine"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""3 mL""}",high,
AGIL-12102096,12102096,Agilent,Agilent SPE Cartridges 12102096,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102096 SPE Cartridges Part Number:12102096 Bond Elut C18 cartridge, 200 mg, 1 mL, 40 μm, 100/pk.","{""Bed Mass"": ""200 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (mg)"": ""200"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-12102099,12102099,Agilent,Agilent SPE Cartridges 12102099,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102099 SPE Cartridges Part Number:12102099 Bond Elut C18 cartridge, 100 mg, 3 mL, 40 μm, 50/pk.","{""Bed Mass"": ""100 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""3 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (mg)"": ""100"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""3 mL""}",high,
AGIL-12102118,12102118,Agilent,Agilent SPE Cartridges 12102118,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102118 SPE Cartridges Part Number:12102118 Bond Elut C18 cartridge, 1 g, 3 mL, 40 μm, 50/pk.","{""Bed Mass"": ""1 g"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""3 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (g)"": ""1"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""3 mL""}",high,
AGIL-12102133,12102133,Agilent,Agilent SPE Cartridges 12102133,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102133 SPE Cartridges Part Number:12102133 Bond Elut Alumina A cartridge, 200 mg, 1 mL, 100/pk.","{""Bed Mass"": ""200 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina A"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-12102161,12102161,Agilent,Agilent SPE Cartridges 12102161,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12102161 SPE Cartridges Part Number:12102161 Bond Elut C18 cartridge, 100 mg, 6 mL, 40 µm, 30/pk.","{""Bed Mass"": ""100 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""6 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""6 mL""}",high,
AGIL-12105027,12105027,Agilent,Agilent SPE Cartridges 12105027,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12105027 SPE Cartridges Part Number:12105027 Bond Elut C18 cartridge, 50 mg, 3 mL, 40 μm, 50/pk.","{""Bed Mass"": ""50 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""3 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (mg)"": ""50"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""3 mL""}",high,
AGIL-12105102B,12105102B,Agilent,Bond Elut C18 1ml 100Mg,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12105102B SPE Cartridges Part Number:12105102B Bond Elut C18 cartridge, tabless, 100 mg, 1 mL, 40 µm, 500/pk.","{""Bed Mass"": ""100 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""1 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""Yes"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""1 mL""}",high,
AGIL-1210C18OHTCB,1210C18OHTCB,Agilent,Bond Elut C18-OH 6ml 500mg,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 1210C18OHTCB Part Number Part Number:1210C18OHTCB Bond Elut C18 OH cartridge, tabless, 500 mg, 6 mL, 40 µm, 480/pk.","{""Bed Mass"": ""500 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""6 mL"", ""Compound Types"": ""Fat-soluble CompoundsSteroids/HormonesVitamin D"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18 OH"", ""Primary Extraction Mechanism"": ""Hydrogren BondingNonpolar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""Yes"", ""Typical Matrices"": ""Aqueous SamplesBiological FluidsNonpolar Extracts"", ""UNSPSC Code"": ""41122102""}",high,
AGIL-12113046,12113046,Agilent,Agilent SPE Cartridges 12113046,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12113046 SPE Cartridges Part Number:12113046 Bond Elut Alumina A cartridge, LRC, 500 mg, 10 mL, 50/pk.","{""Bed Mass"": ""500 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""10 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina A"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Format"": ""LRC"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""10 mL""}",high,
AGIL-12113048,12113048,Agilent,Agilent SPE Cartridges 12113048,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12113048 SPE Cartridges Part Number:12113048 Bond Elut Alumina N cartridge, LRC, 500 mg, 10 mL, 50/pk.","{""Bed Mass"": ""500 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""10 mL"", ""Compound Types"": ""Polar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""25 µm"", ""Phase"": ""Alumina N"", ""Primary Extraction Mechanism"": ""Polar"", ""SPE Category"": ""Polar"", ""SPE Format"": ""LRC"", ""Separation Mode"": ""Normal Phase"", ""Sorbent Mass (mg)"": ""500"", ""Sorbent Material"": ""Inorganic"", ""Tabless"": ""No"", ""Typical Matrices"": ""Nonpolar Organics"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""10 mL""}",high,
AGIL-122-1011,122-1011,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1011 DB-1 Part Number:122-1011 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-1012,122-1012,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1012 DB-1 Part Number:122-1012 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-1012E,122-1012E,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1012E DB-1 Part Number:122-1012E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-122-1012LTM,122-1012LTM,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1012LTM Repair Parts Part Number:122-1012LTM J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-122-1013,122-1013,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1013 DB-1 Part Number:122-1013 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-1013E,122-1013E,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1013E DB-1 Part Number:122-1013E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-122-10AE,122-10AE,Agilent,"DB-1 GC Column - L:100 m, ID:0.25 mm, FT:0.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10AE DB-1 Part Number:122-10AE J&W DB-1 GC Column, 100 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""100 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-10G3,122-10G3,Agilent,"DB-1 GC Column - L:150 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10G3 DB-1 Part Number:122-10G3 J&W DB-1 GC Column, 150 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""150 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-10H2,122-10H2,Agilent,"DB-1 GC Column - L:10 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10H2 DB-1 Columns Part Number:122-10H2 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-12255021,12255021,Agilent,Agilent SPE Cartridges 12255021,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12255021 Bond Elut LMS Part Number:12255021 Agilent Bond Elut LMS Cartridge, 500 mg, 6 mL, 30/pk.","{""Bed Mass"": ""500 mg"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""6 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""75 µm"", ""Phase"": ""LMS"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-Polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (mg)"": ""500"", ""Sorbent Material"": ""Polymeric"", ""Tabless"": ""No"", ""Typical Matrices"": ""Biological FluidsPlasmaSerumUrineWhole Blood"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""6 mL""}",high,
AGIL-12256001,12256001,Agilent,Agilent SPE Cartridges 12256001,"Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12256001 SPE Cartridges Part Number:12256001 Bond Elut C18 cartridge, 1 g, 6 mL, 40 µm, 30/pk.","{""Bed Mass"": ""1 g"", ""Brand"": ""Bond Elut"", ""Cartridge Material"": ""Polypropylene"", ""Cartridge Size"": ""6 mL"", ""Compound Types"": ""Nonpolar Compounds"", ""Frit Material"": ""Polyethylene"", ""Frit Pore Size"": ""20 µm"", ""Particle Size"": ""40 µm"", ""Phase"": ""C18"", ""Primary Extraction Mechanism"": ""Nonpolar"", ""SPE Category"": ""Non-polar"", ""SPE Format"": ""Straight Barrel Cartridge"", ""Separation Mode"": ""Reversed Phase"", ""Sorbent Mass (g)"": ""1"", ""Sorbent Material"": ""Silica"", ""Tabless"": ""No"", ""Typical Matrices"": ""Aqueous SamplesBiological Fluids"", ""UNSPSC Code"": ""41115712"", ""Volume"": ""6 mL""}",high,
